geo_name,geo_sumlevel,geo_id,median_property_value_2013,median_property_value_2014,median_property_value_2015,median_property_value_2016
"McLean County, ND","county",05000US38055,117000,117800,130500,150300
"Mercer County, ND","county",05000US38057,113600,118800,136600,152200
"Morton County, ND","county",05000US38059,147900,156400,165500,173400
"Mountrail County, ND","county",05000US38061,89400,110500,132300,161400
"Nelson County, ND","county",05000US38063,54000,65300,73200,77500
"Oliver County, ND","county",05000US38065,98900,111100,120300,125600
"Pembina County, ND","county",05000US38067,72200,73800,76900,80200
"Pierce County, ND","county",05000US38069,83100,85000,97900,102900
"Ramsey County, ND","county",05000US38071,89600,93500,102400,112100
"Ransom County, ND","county",05000US38073,87400,98500,103600,113600
"Renville County, ND","county",05000US38075,95200,110700,118000,120400
"Richland County, ND","county",05000US38077,101800,103700,102000,109000
"Rolette County, ND","county",05000US38079,63400,64300,69000,73900
"Sargent County, ND","county",05000US38081,72500,72100,77900,83000
"Sheridan County, ND","county",05000US38083,58300,59100,69600,71800
"Sioux County, ND","county",05000US38085,70700,60900,66200,74300
"Slope County, ND","county",05000US38087,61100,60800,101100,117800
"Stark County, ND","county",05000US38089,166200,182200,206200,222200
"Steele County, ND","county",05000US38091,73700,77100,74900,73600
"Stutsman County, ND","county",05000US38093,98600,102000,111200,120500
"Towner County, ND","county",05000US38095,60600,66800,70400,70300
"Traill County, ND","county",05000US38097,94400,97800,105600,115300
"Walsh County, ND","county",05000US38099,68100,73300,75400,81300
"Ward County, ND","county",05000US38101,155800,171300,189500,207600
"Wells County, ND","county",05000US38103,65700,66800,73700,74900
"Williams County, ND","county",05000US38105,151400,174200,201400,224000
"Adams County, OH","county",05000US39001,92900,88300,87900,94300
"Allen County, OH","county",05000US39003,105000,106200,105400,107500
"Ashland County, OH","county",05000US39005,122100,119900,120800,120700
"Ashtabula County, OH","county",05000US39007,110800,107300,106000,104700
"Athens County, OH","county",05000US39009,115500,113900,117700,113900
"Auglaize County, OH","county",05000US39011,129400,131500,133300,138700
"Belmont County, OH","county",05000US39013,88500,89700,91700,94300
"Brown County, OH","county",05000US39015,116300,114700,113800,116500
"Butler County, OH","county",05000US39017,157400,156300,157200,159800
"Carroll County, OH","county",05000US39019,110400,110900,112200,113300
"Champaign County, OH","county",05000US39021,124600,121100,123200,124400
"Clark County, OH","county",05000US39023,106400,104200,103600,103200
"Clermont County, OH","county",05000US39025,154500,152400,155500,159100
"Clinton County, OH","county",05000US39027,118600,118300,120000,121700
"Columbiana County, OH","county",05000US39029,96000,97600,101100,104100
"Coshocton County, OH","county",05000US39031,93300,95600,96500,97100
"Crawford County, OH","county",05000US39033,87300,87100,86700,85200
"Cuyahoga County, OH","county",05000US39035,125700,123300,121800,122200
"Darke County, OH","county",05000US39037,110600,110000,109900,112100
"Defiance County, OH","county",05000US39039,106100,107400,108900,109400
"Delaware County, OH","county",05000US39041,246300,248600,256800,267600
"Erie County, OH","county",05000US39043,135200,131900,131400,130900
"Fairfield County, OH","county",05000US39045,163700,163300,163100,164400
"Fayette County, OH","county",05000US39047,107000,107800,107400,107100
"Franklin County, OH","county",05000US39049,150800,150000,150600,153100
"Fulton County, OH","county",05000US39051,128900,128600,129500,131100
"Gallia County, OH","county",05000US39053,95500,93000,94900,101200
"Geauga County, OH","county",05000US39055,224700,219500,218800,221500
"Greene County, OH","county",05000US39057,158000,158300,159400,161600
"Guernsey County, OH","county",05000US39059,94000,94400,95600,98600
"Hamilton County, OH","county",05000US39061,144400,143000,142000,143700
"Hancock County, OH","county",05000US39063,127800,124500,127100,130700
"Hardin County, OH","county",05000US39065,95600,94700,94000,93500
"Harrison County, OH","county",05000US39067,83500,86300,85400,85300
"Henry County, OH","county",05000US39069,114000,110600,111000,113600
"Highland County, OH","county",05000US39071,101800,98900,103500,102300
"Hocking County, OH","county",05000US39073,109800,109500,110600,114400
"Holmes County, OH","county",05000US39075,151400,155300,161100,170500
"Huron County, OH","county",05000US39077,118800,115600,116100,117000
"Jackson County, OH","county",05000US39079,89600,90700,91200,90800
"Jefferson County, OH","county",05000US39081,86400,86300,86200,87100
"Knox County, OH","county",05000US39083,133500,133300,132500,135600
"Lake County, OH","county",05000US39085,151300,148200,147900,149300
"Lawrence County, OH","county",05000US39087,97200,97300,98900,101600
"Licking County, OH","county",05000US39089,149500,150800,152200,153900
"Logan County, OH","county",05000US39091,118600,117100,119400,124400
"Lorain County, OH","county",05000US39093,140700,138000,137400,138600
"Lucas County, OH","county",05000US39095,108700,106300,104200,105500
"Madison County, OH","county",05000US39097,144100,146200,149200,150900
"Mahoning County, OH","county",05000US39099,95800,96900,97400,98300
"Marion County, OH","county",05000US39101,98600,97400,96400,93400
"Medina County, OH","county",05000US39103,181000,180100,179500,182100
"Meigs County, OH","county",05000US39105,82600,83100,84900,86300
"Mercer County, OH","county",05000US39107,124200,127200,130200,134800
"Miami County, OH","county",05000US39109,133700,134200,136800,137600
"Monroe County, OH","county",05000US39111,89100,88300,92200,93200
"Montgomery County, OH","county",05000US39113,112800,110500,109900,109600
"Morgan County, OH","county",05000US39115,89000,88600,88300,91400
"Morrow County, OH","county",05000US39117,127400,132600,132800,137800
"Muskingum County, OH","county",05000US39119,108500,106300,108600,110500
"Noble County, OH","county",05000US39121,77300,83100,87100,88100
"Ottawa County, OH","county",05000US39123,136000,135800,138800,144200
"Paulding County, OH","county",05000US39125,92300,94800,91900,91100
"Perry County, OH","county",05000US39127,93100,89900,91800,96100
"Pickaway County, OH","county",05000US39129,149200,147500,147700,150100
"Pike County, OH","county",05000US39131,96200,93100,95000,97800
"Portage County, OH","county",05000US39133,150300,149300,150900,150400
"Preble County, OH","county",05000US39135,116700,115900,112700,116600
"Putnam County, OH","county",05000US39137,133500,134300,138900,143200
"Richland County, OH","county",05000US39139,103500,102400,102500,102600
"Ross County, OH","county",05000US39141,111100,109400,110300,111700
"Sandusky County, OH","county",05000US39143,110400,109400,110100,111300
"Scioto County, OH","county",05000US39145,88200,90800,90200,92000
"Seneca County, OH","county",05000US39147,97900,97200,96900,97000
"Shelby County, OH","county",05000US39149,123400,126000,130000,134400
"Stark County, OH","county",05000US39151,122400,121700,122900,124000
"Summit County, OH","county",05000US39153,135600,133700,133500,134300
"Trumbull County, OH","county",05000US39155,97400,97700,97000,99400
"Tuscarawas County, OH","county",05000US39157,108700,109800,111100,114400
"Union County, OH","county",05000US39159,171800,173400,171200,174300
"Van Wert County, OH","county",05000US39161,88600,90000,95800,98900
"Vinton County, OH","county",05000US39163,75700,79400,81000,84100
"Warren County, OH","county",05000US39165,188500,187800,190900,196200
"Washington County, OH","county",05000US39167,108600,108200,110700,114000
"Wayne County, OH","county",05000US39169,135300,135300,135700,136400
"Williams County, OH","county",05000US39171,98600,96200,95800,95200
"Wood County, OH","county",05000US39173,149500,145700,146300,149100
"Wyandot County, OH","county",05000US39175,103500,105600,106200,111500
"Adair County, OK","county",05000US40001,75300,74700,76600,77100
"Alfalfa County, OK","county",05000US40003,62600,64000,64600,67600
"Atoka County, OK","county",05000US40005,79800,84700,85400,93200
"Beaver County, OK","county",05000US40007,86200,87200,89300,97000
"Beckham County, OK","county",05000US40009,103400,110600,122400,123200
"Blaine County, OK","county",05000US40011,68000,74400,77900,82900
"Bryan County, OK","county",05000US40013,88900,87900,90100,96100
"Caddo County, OK","county",05000US40015,74900,76200,78400,79400
"Canadian County, OK","county",05000US40017,139200,141600,144600,148800
"Carter County, OK","county",05000US40019,90600,94600,97000,102200
"Cherokee County, OK","county",05000US40021,103900,106300,108100,108700
"Choctaw County, OK","county",05000US40023,71600,76100,80900,84200
"Cimarron County, OK","county",05000US40025,64700,63300,59500,57100
"Cleveland County, OK","county",05000US40027,141300,142800,146100,150400
"Coal County, OK","county",05000US40029,68400,71900,80100,85200
"Comanche County, OK","county",05000US40031,111700,114400,115800,118700
"Cotton County, OK","county",05000US40033,74600,74300,79900,79300
"Craig County, OK","county",05000US40035,86800,88400,90600,91400
"Creek County, OK","county",05000US40037,105800,104800,105000,106600
"Custer County, OK","county",05000US40039,110600,115100,119000,125100
"Delaware County, OK","county",05000US40041,105200,109400,109000,110500
"Dewey County, OK","county",05000US40043,77400,77900,84200,85600
"Ellis County, OK","county",05000US40045,75900,77500,81800,79900
"Garfield County, OK","county",05000US40047,89400,93500,96900,100800
"Garvin County, OK","county",05000US40049,83800,85900,88000,89100
"Grady County, OK","county",05000US40051,108400,108800,111200,114900
"Grant County, OK","county",05000US40053,62800,65100,73200,78400
"Greer County, OK","county",05000US40055,63000,66500,61600,73800
"Harmon County, OK","county",05000US40057,43400,46400,51300,50000
"Harper County, OK","county",05000US40059,68500,69700,74100,73700
"Haskell County, OK","county",05000US40061,78000,79600,80100,84500
"Hughes County, OK","county",05000US40063,66200,64100,67600,68500
"Jackson County, OK","county",05000US40065,87400,88100,90300,89100
"Jefferson County, OK","county",05000US40067,59500,57900,56600,60000
"Johnston County, OK","county",05000US40069,77200,77800,78200,76600
"Kay County, OK","county",05000US40071,75700,76200,78800,80700
"Kingfisher County, OK","county",05000US40073,115000,117900,122100,126100
"Kiowa County, OK","county",05000US40075,56600,59900,60300,59600
"Latimer County, OK","county",05000US40077,71200,77800,80500,81000
"Le Flore County, OK","county",05000US40079,80100,79700,81600,83400
"Lincoln County, OK","county",05000US40081,92600,94200,99800,99900
"Logan County, OK","county",05000US40083,135700,138800,142900,151100
"Love County, OK","county",05000US40085,80500,84900,89000,90900
"McClain County, OK","county",05000US40087,139300,151200,152600,158600
"McCurtain County, OK","county",05000US40089,71500,73900,73700,74700
"McIntosh County, OK","county",05000US40091,79600,83900,90100,96000
"Major County, OK","county",05000US40093,85300,87100,89300,91700
"Marshall County, OK","county",05000US40095,83700,85300,85700,85300
"Mayes County, OK","county",05000US40097,96200,100500,104000,106200
"Murray County, OK","county",05000US40099,82200,87100,88500,99300
"Muskogee County, OK","county",05000US40101,92200,90200,91500,94800
"Noble County, OK","county",05000US40103,85200,84200,87500,92800
"Nowata County, OK","county",05000US40105,74300,74600,76300,78700
"Okfuskee County, OK","county",05000US40107,69300,71400,76400,79300
"Oklahoma County, OK","county",05000US40109,126500,129800,133400,137500
"Okmulgee County, OK","county",05000US40111,77100,77600,78800,80600
"Osage County, OK","county",05000US40113,93900,97300,100000,105100
"Ottawa County, OK","county",05000US40115,81000,81600,82600,82300
"Pawnee County, OK","county",05000US40117,83500,85300,85100,87000
"Payne County, OK","county",05000US40119,130800,132700,135600,142800
"Pittsburg County, OK","county",05000US40121,86800,89400,94500,96700
"Pontotoc County, OK","county",05000US40123,99100,102000,107800,113100
"Pottawatomie County, OK","county",05000US40125,96400,100200,102700,105800
"Pushmataha County, OK","county",05000US40127,71000,75600,72600,71600
"Roger Mills County, OK","county",05000US40129,81300,86500,86100,93300
"Rogers County, OK","county",05000US40131,143600,142900,144600,148600
"Seminole County, OK","county",05000US40133,70500,70500,69200,70200
"Sequoyah County, OK","county",05000US40135,85800,88000,89600,90900
"Stephens County, OK","county",05000US40137,89300,95100,98400,100400
"Texas County, OK","county",05000US40139,89000,90700,92700,98600
"Tillman County, OK","county",05000US40141,52800,51700,56600,55300
"Tulsa County, OK","county",05000US40143,134100,136100,138500,141700
"Wagoner County, OK","county",05000US40145,138400,139000,141700,144900
"Washington County, OK","county",05000US40147,111000,109900,111300,111900
